년,월,시도,시군구,등록외국인수
2022,04,경기도,용인시 처인구,9174
2022,04,경기도,의왕시,985
2022,04,경기도,의정부시,4640
2022,04,경기도,이천시,6659
2022,04,경기도,파주시,10393
2022,04,경기도,평택시,24212
2022,04,경기도,포천시,11401
2022,04,경기도,하남시,2208
2022,04,경기도,화성시,35065
2022,04,경상남도,거제시,5156
2022,04,경상남도,거창군,526
2022,04,경상남도,고성군,1005
2022,04,경상남도,김해시,15901
2022,04,경상남도,남해군,791
2022,04,경상남도,밀양시,2462
2022,04,경상남도,사천시,2887
2022,04,경상남도,산청군,521
2022,04,경상남도,양산시,5480
2022,04,경상남도,의령군,686
2022,04,경상남도,진주시,4472
2022,04,경상남도,창녕군,2093
2022,04,경상남도,창원시 마산합포구,1895
2022,04,경상남도,창원시 마산회원구,1853
2022,04,경상남도,창원시 성산구,3324
2022,04,경상남도,창원시 의창구,2874
2022,04,경상남도,창원시 진해구,2950
2022,04,경상남도,통영시,3521
2022,04,경상남도,하동군,435
2022,04,경상남도,함안군,2748
2022,04,경상남도,함양군,362
2022,04,경상남도,합천군,608
2022,04,경상북도,경산시,10676
2022,04,경상북도,경주시,9051
2022,04,경상북도,고령군,1378
2022,04,경상북도,구미시,4615
2022,04,경상북도,군위군,416
2022,04,경상북도,김천시,2388
2022,04,경상북도,문경시,626
2022,04,경상북도,봉화군,298
2022,04,경상북도,상주시,1180
2022,04,경상북도,성주군,1414
2022,04,경상북도,안동시,1348
2022,04,경상북도,영덕군,910
2022,04,경상북도,영양군,252
2022,04,경상북도,영주시,768
2022,04,경상북도,영천시,2638
2022,04,경상북도,예천군,466
2022,04,경상북도,울릉군,122
2022,04,경상북도,울진군,1462
2022,04,경상북도,의성군,511
2022,04,경상북도,청도군,908
2022,04,경상북도,청송군,180
2022,04,경상북도,칠곡군,3762
2022,04,경상북도,포항시 남구,3205
2022,04,경상북도,포항시 북구,2601
2022,04,광주광역시,광산구,11652
2022,04,광주광역시,남구,1377
2022,04,광주광역시,동구,1591
2022,04,광주광역시,북구,4490
2022,04,광주광역시,서구,1646
2022,04,대구광역시,남구,1918
2022,04,대구광역시,달서구,9665
2022,04,대구광역시,달성군,4992
2022,04,대구광역시,동구,1648
2022,04,대구광역시,북구,4829
2022,04,대구광역시,서구,2021
2022,04,대구광역시,수성구,1638
2022,04,대구광역시,중구,751
2022,04,대전광역시,대덕구,2146
2022,04,대전광역시,동구,4474
2022,04,대전광역시,서구,3824
2022,04,대전광역시,유성구,6656
2022,04,대전광역시,중구,1361
2022,04,부산광역시,강서구,4099
2022,04,부산광역시,금정구,3798
2022,04,부산광역시,기장군,1790
2022,04,부산광역시,남구,5049
2022,04,부산광역시,동구,1577
2022,04,부산광역시,동래구,888
2022,04,부산광역시,부산진구,2235
2022,04,부산광역시,북구,1809
2022,04,부산광역시,사상구,4093
2022,04,부산광역시,사하구,3497
2022,04,부산광역시,서구,1781
2022,04,부산광역시,수영구,1298
2022,04,부산광역시,연제구,693
2022,04,부산광역시,영도구,1603
2022,04,부산광역시,중구,1949
2022,04,부산광역시,해운대구,3628
2022,04,서울특별시,강남구,4878
2022,04,서울특별시,강동구,3843
2022,04,서울특별시,강북구,3512
2022,04,서울특별시,강서구,5408
2022,04,서울특별시,관악구,14029
2022,04,서울특별시,광진구,12818
2022,04,서울특별시,구로구,23950
2022,04,서울특별시,금천구,13781
2022,04,서울특별시,노원구,4082
2022,04,서울특별시,도봉구,2069
2022,04,서울특별시,동대문구,15096
2022,04,서울특별시,동작구,9116
2022,04,서울특별시,마포구,10790
2022,04,서울특별시,서대문구,12071
2022,04,서울특별시,서초구,3895
2022,04,서울특별시,성동구,6855
2022,04,서울특별시,성북구,10198
2022,04,서울특별시,송파구,5698
2022,04,서울특별시,양천구,3204
2022,04,서울특별시,영등포구,23500
2022,04,서울특별시,용산구,14564
2022,04,서울특별시,은평구,3755
2022,04,서울특별시,종로구,9591
2022,04,서울특별시,중구,9462
2022,04,서울특별시,중랑구,4591
2022,04,세종특별자치시,세종특별자치시,4879
2022,04,울산광역시,남구,4065
2022,04,울산광역시,동구,3289
2022,04,울산광역시,북구,2121
2022,04,울산광역시,울주군,5862
2022,04,울산광역시,중구,1640
2022,04,인천광역시,강화군,765
2022,04,인천광역시,계양구,3158
2022,04,인천광역시,남동구,10838
2022,04,인천광역시,동구,848
2022,04,인천광역시,미추홀구,9388
2022,04,인천광역시,부평구,13983
2022,04,인천광역시,서구,11292
2022,04,인천광역시,연수구,12660
2022,04,인천광역시,옹진군,213
2022,04,인천광역시,중구,3847
2022,04,전라남도,강진군,420
2022,04,전라남도,고흥군,952
2022,04,전라남도,곡성군,405
2022,04,전라남도,광양시,1501
2022,04,전라남도,구례군,183
2022,04,전라남도,나주시,2659
2022,04,전라남도,담양군,900
2022,04,전라남도,목포시,3030
2022,04,전라남도,무안군,1704
2022,04,전라남도,보성군,402
2022,04,전라남도,순천시,2150
2022,04,전라남도,신안군,753
2022,04,전라남도,여수시,4924
2022,04,전라남도,영광군,886
2022,04,전라남도,영암군,4189
2022,04,전라남도,완도군,2120
2022,04,전라남도,장성군,917
2022,04,전라남도,장흥군,482
2022,04,전라남도,진도군,1325
2022,04,전라남도,함평군,607
2022,04,전라남도,해남군,1288
2022,04,전라남도,화순군,784
2022,04,전라북도,고창군,828
2022,04,전라북도,군산시,6023
2022,04,전라북도,김제시,1746
2022,04,전라북도,남원시,871
2022,04,전라북도,무주군,197
2022,04,전라북도,부안군,793
2022,04,전라북도,순창군,318
2022,04,전라북도,완주군,3088
2022,04,전라북도,익산시,4407
2022,04,전라북도,임실군,264
2022,04,전라북도,장수군,318
2022,04,전라북도,전주시 덕진구,4732
2022,04,전라북도,전주시 완산구,4449
2022,04,전라북도,정읍시,2416
2022,04,전라북도,진안군,313
2022,04,제주특별자치도,서귀포시,7006
2022,04,제주특별자치도,제주시,13637
2022,04,충청남도,계룡시,189
2022,04,충청남도,공주시,1896
2022,04,충청남도,금산군,1920
2022,04,충청남도,논산시,3715
2022,04,충청남도,당진시,5045
2022,04,충청남도,보령시,2739
2022,04,충청남도,부여군,1161
2022,04,충청남도,서산시,3863
2022,04,충청남도,서천군,1245
2022,04,충청남도,아산시,16221
2022,04,충청남도,예산군,1941
2022,04,충청남도,천안시 동남구,7733
2022,04,충청남도,천안시 서북구,10293
2022,04,충청남도,청양군,617
2022,04,충청남도,태안군,1383
2022,04,충청남도,홍성군,2387
2022,04,충청북도,괴산군,803
2022,04,충청북도,단양군,175
2022,04,충청북도,보은군,482
2022,04,충청북도,영동군,856
2022,04,충청북도,옥천군,654
2022,04,충청북도,음성군,8370
2022,04,충청북도,제천시,1457
2022,04,충청북도,증평군,865
2022,04,충청북도,진천군,5446
2022,04,충청북도,청주시 상당구,1078
2022,04,충청북도,청주시 서원구,2531
2022,04,충청북도,청주시 청원구,3694
2022,04,충청북도,청주시 흥덕구,4945
2022,04,충청북도,충주시,4544
2022,05,강원도,강릉시,2361
2022,05,강원도,고성군,1217
2022,05,강원도,동해시,724
2022,05,강원도,삼척시,679
2022,05,강원도,속초시,1046
2022,05,강원도,양구군,317
2022,05,강원도,양양군,295
2022,05,강원도,영월군,237
2022,05,강원도,원주시,3430
2022,05,강원도,인제군,291
2022,05,강원도,정선군,262
2022,05,강원도,철원군,649
2022,05,강원도,춘천시,3932
2022,05,강원도,태백시,249
2022,05,강원도,평창군,429
2022,05,강원도,홍천군,799
2022,05,강원도,화천군,231
2022,05,강원도,횡성군,744
2022,05,경기도,가평군,1029
2022,05,경기도,고양시 덕양구,4296
2022,05,경기도,고양시 일산동구,3816
2022,05,경기도,고양시 일산서구,2931
2022,05,경기도,과천시,193
2022,05,경기도,광명시,3400
2022,05,경기도,광주시,10899
2022,05,경기도,구리시,1434
2022,05,경기도,군포시,5534
2022,05,경기도,김포시,17863
2022,05,경기도,남양주시,7191
2022,05,경기도,동두천시,3293
2022,05,경기도,부천시,23817
2022,05,경기도,성남시 분당구,2702
2022,05,경기도,성남시 수정구,8828
2022,05,경기도,성남시 중원구,2473
2022,05,경기도,수원시 권선구,8677
2022,05,경기도,수원시 영통구,7129
2022,05,경기도,수원시 장안구,6423
2022,05,경기도,수원시 팔달구,11262
2022,05,경기도,시흥시,31418
2022,05,경기도,안산시 단원구,33945
2022,05,경기도,안산시 상록구,12410
2022,05,경기도,안성시,10919
2022,05,경기도,안양시 동안구,1556
2022,05,경기도,안양시 만안구,4519
2022,05,경기도,양주시,6720
2022,05,경기도,양평군,1313
2022,05,경기도,여주시,3203
2022,05,경기도,연천군,837
2022,05,경기도,오산시,8520
2022,05,경기도,용인시 기흥구,4326
2022,05,경기도,용인시 수지구,2940
2022,05,경기도,용인시 처인구,9148
2022,05,경기도,의왕시,982
2022,05,경기도,의정부시,4672
2022,05,경기도,이천시,6662
2022,05,경기도,파주시,10532
2022,05,경기도,평택시,24310
2022,05,경기도,포천시,11565
2022,05,경기도,하남시,2232
2022,05,경기도,화성시,35295
2022,05,경상남도,거제시,5120
2022,05,경상남도,거창군,558
2022,05,경상남도,고성군,1012
2022,05,경상남도,김해시,15989
2022,05,경상남도,남해군,798
2022,05,경상남도,밀양시,2453
2022,05,경상남도,사천시,2899
2022,05,경상남도,산청군,529
2022,05,경상남도,양산시,5542
2022,05,경상남도,의령군,682
2022,05,경상남도,진주시,4475
2022,05,경상남도,창녕군,2081
2022,05,경상남도,창원시 마산합포구,1886
2022,05,경상남도,창원시 마산회원구,1884
2022,05,경상남도,창원시 성산구,3319
2022,05,경상남도,창원시 의창구,2904
2022,05,경상남도,창원시 진해구,2933
2022,05,경상남도,통영시,3558
2022,05,경상남도,하동군,432
2022,05,경상남도,함안군,2755
2022,05,경상남도,함양군,357
2022,05,경상남도,합천군,617
2022,05,경상북도,경산시,10724
2022,05,경상북도,경주시,9064
2022,05,경상북도,고령군,1408
2022,05,경상북도,구미시,4609
2022,05,경상북도,군위군,417
2022,05,경상북도,김천시,2390
2022,05,경상북도,문경시,625
2022,05,경상북도,봉화군,298
2022,05,경상북도,상주시,1199
2022,05,경상북도,성주군,1424
2022,05,경상북도,안동시,1344
2022,05,경상북도,영덕군,894
2022,05,경상북도,영양군,253
2022,05,경상북도,영주시,812
2022,05,경상북도,영천시,2666
2022,05,경상북도,예천군,482
2022,05,경상북도,울릉군,115
2022,05,경상북도,울진군,1474
2022,05,경상북도,의성군,516
2022,05,경상북도,청도군,917
2022,05,경상북도,청송군,183
2022,05,경상북도,칠곡군,3776
2022,05,경상북도,포항시 남구,3260
2022,05,경상북도,포항시 북구,2632
2022,05,광주광역시,광산구,11751
2022,05,광주광역시,남구,1383
2022,05,광주광역시,동구,1585
2022,05,광주광역시,북구,4513
2022,05,광주광역시,서구,1666
2022,05,대구광역시,남구,1923
2022,05,대구광역시,달서구,9745
2022,05,대구광역시,달성군,5014
2022,05,대구광역시,동구,1671
2022,05,대구광역시,북구,4847
2022,05,대구광역시,서구,2021
2022,05,대구광역시,수성구,1652
2022,05,대구광역시,중구,749
2022,05,대전광역시,대덕구,2162
2022,05,대전광역시,동구,4556
2022,05,대전광역시,서구,3858
2022,05,대전광역시,유성구,6713
2022,05,대전광역시,중구,1366
2022,05,부산광역시,강서구,4137
2022,05,부산광역시,금정구,3803
2022,05,부산광역시,기장군,1800
2022,05,부산광역시,남구,5032
2022,05,부산광역시,동구,1593
2022,05,부산광역시,동래구,897
2022,05,부산광역시,부산진구,2254
2022,05,부산광역시,북구,1798
2022,05,부산광역시,사상구,4099
2022,05,부산광역시,사하구,3523
2022,05,부산광역시,서구,1818
2022,05,부산광역시,수영구,1312
2022,05,부산광역시,연제구,698
2022,05,부산광역시,영도구,1610
2022,05,부산광역시,중구,1902
2022,05,부산광역시,해운대구,3618
2022,05,서울특별시,강남구,4912
2022,05,서울특별시,강동구,3849
2022,05,서울특별시,강북구,3537
2022,05,서울특별시,강서구,5426
2022,05,서울특별시,관악구,13983
2022,05,서울특별시,광진구,12841
2022,05,서울특별시,구로구,23939
2022,05,서울특별시,금천구,13721
2022,05,서울특별시,노원구,4104
2022,05,서울특별시,도봉구,2083
2022,05,서울특별시,동대문구,15313
2022,05,서울특별시,동작구,9186
2022,05,서울특별시,마포구,10837
2022,05,서울특별시,서대문구,12199
2022,05,서울특별시,서초구,3903
2022,05,서울특별시,성동구,6878
2022,05,서울특별시,성북구,10304
2022,05,서울특별시,송파구,5681
2022,05,서울특별시,양천구,3197
2022,05,서울특별시,영등포구,23453
2022,05,서울특별시,용산구,14483
2022,05,서울특별시,은평구,3786
2022,05,서울특별시,종로구,9663
2022,05,서울특별시,중구,9624
2022,05,서울특별시,중랑구,4625
2022,05,세종특별자치시,세종특별자치시,4929
2022,05,울산광역시,남구,4066
2022,05,울산광역시,동구,3386
2022,05,울산광역시,북구,2149
2022,05,울산광역시,울주군,5837
2022,05,울산광역시,중구,1631
2022,05,인천광역시,강화군,768
2022,05,인천광역시,계양구,3178
